OBJECTID,FULL_NAME,STR_NAME,STR_TYPE,MIX_FULL,MIX_NAME,GSA_LEFT,GSA_RIGHT,STR_CODE_L,STR_CODE_R,Shape__Length
1765455,JOSEPH YOUNG ST,JOSEPH YOUNG,ST,Joseph Young St,Joseph Young,DARTMOUTH,DARTMOUTH,6353,6353,646.3413902
1765456,CHADWICK ST,CHADWICK,ST,Chadwick St,Chadwick,DARTMOUTH,DARTMOUTH,6124,6124,789.4544266
1765457,DOUG SMITH DR,DOUG SMITH,DR,Doug Smith Dr,Doug Smith,HALIFAX,HALIFAX,259,259,469.9121519
1765458,ESTATES RD,ESTATES,RD,Estates Rd,Estates,DARTMOUTH,DARTMOUTH,6226,6226,438.7090479
1765459,GLENVIEW DR,GLENVIEW,DR,Glenview Dr,Glenview,DARTMOUTH,DARTMOUTH,6277,6277,101.3403665
1765460,NEPTUNE CRES,NEPTUNE,CRES,Neptune Cres,Neptune,DARTMOUTH,DARTMOUTH,6480,6480,907.226749
1765461,DRESDEN ROW,DRESDEN,ROW,Dresden Row,Dresden,HALIFAX,HALIFAX,266,266,758.3618237
1765462,ROYAL ARTILLERY CRT,ROYAL ARTILLERY,CRT,Royal Artillery Crt,Royal Artillery,HALIFAX,HALIFAX,16756,16756,415.5158016
1765463,RALSTON AVE,RALSTON,AVE,Ralston Ave,Ralston,HALIFAX,HALIFAX,679,679,453.3724166
1765464,OAKLEIGH AVE,OAKLEIGH,AVE,Oakleigh Ave,Oakleigh,HALIFAX,HALIFAX,605,605,168.4212637
1765465,RICHMOND ST,RICHMOND,ST,Richmond St,Richmond,DARTMOUTH,DARTMOUTH,6564,6564,514.5300459
1765466,OLIVET ST,OLIVET,ST,Olivet St,Olivet,HALIFAX,HALIFAX,615,615,391.9885791
1765467,PEARSON DR,PEARSON,DR,Pearson Dr,Pearson,HALIFAX,HALIFAX,635,635,220.244162
1765468,CHAPMAN ST,CHAPMAN,ST,Chapman St,Chapman,DARTMOUTH,DARTMOUTH,6125,6125,474.1341037
1765469,SPRUCE ST,SPRUCE,ST,Spruce St,Spruce,HALIFAX,HALIFAX,772,772,166.7876797
1765470,STANFORD ST,STANFORD,ST,Stanford St,Stanford,HALIFAX,HALIFAX,778,778,385.7069966
1765471,GLEN EAGLE WAY,GLEN EAGLE,WAY,Glen Eagle Way,Glen Eagle,HALIFAX,HALIFAX,15532,15532,167.2184073
1765472,GOTTINGEN ST,GOTTINGEN,ST,Gottingen St,Gottingen,HALIFAX,HALIFAX,360,360,3545.369871
1765473,DEMETREOUS LANE,DEMETREOUS,LANE,Demetreous Lane,Demetreous,DARTMOUTH,DARTMOUTH,6815,6815,353.2905213
1765474,ROSEDALE DR,ROSEDALE,DR,Rosedale Dr,Rosedale,DARTMOUTH,DARTMOUTH,6578,6578,388.244587
1765475,FREDERICK LANE,FREDERICK,LANE,Frederick Lane,Frederick,BEAVER BANK,BEAVER BANK,7590,7590,479.5589156
1765476,BLACK TRUMPET LANE,BLACK TRUMPET,LANE,Black Trumpet Lane,Black Trumpet,BEAVER BANK,BEAVER BANK,7591,7591,336.7535903
1765477,FRENCH VILLAGE STATION RD,FRENCH VILLAGE STATION,RD,French Village Station Rd,French Village Station,UPPER TANTALLON,UPPER TANTALLON,7593,7593,1566.654143
1765478,FULMAR AVE,FULMAR,AVE,Fulmar Ave,Fulmar,SHEARWATER,SHEARWATER,7595,7595,263.3541391
1765479,GAETZ LANE,GAETZ,LANE,Gaetz Lane,Gaetz,HEAD OF CHEZZETCOOK,HEAD OF CHEZZETCOOK,7596,7596,310.5732441
1765480,RAVINES DR,RAVINES,DR,Ravines Dr,Ravines,BEDFORD,BEDFORD,16202,16202,1102.248256
1765481,GLORIA MCCLUSKEY AVE,GLORIA MCCLUSKEY,AVE,Gloria Mccluskey Ave,Gloria Mccluskey,DARTMOUTH,DARTMOUTH,15021,15021,1053.028225
1765482,AKERLEY BLVD,AKERLEY,BLVD,Akerley Blvd,Akerley,DARTMOUTH,DARTMOUTH,6006,6006,15355.8517
1765483,KINGS ROAD PL,KINGS ROAD,PL,Kings Road Pl,Kings Road,LOWER SACKVILLE,LOWER SACKVILLE,10566,10566,461.9395213
1765484,NINE MILE DR,NINE MILE,DR,Nine Mile Dr,Nine Mile,BEDFORD,BEDFORD,10716,10716,949.9467856
1765485,WINDSTONE CL,WINDSTONE,CL,Windstone Cl,Windstone,BEDFORD,BEDFORD,16003,16003,203.6220491
1765486,MCQUILLAN LANE,MCQUILLAN,LANE,Mcquillan Lane,Mcquillan,BEDFORD,BEDFORD,16062,16062,131.6415019
1765487,SKYSAIL CRT,SKYSAIL,CRT,Skysail Crt,Skysail,BEDFORD,BEDFORD,10886,10886,125.8910813
1765488,DELLRIDGE LANE,DELLRIDGE,LANE,Dellridge Lane,Dellridge,BEDFORD,BEDFORD,16931,16931,463.8743494
1765489,FAIRWINDS PL,FAIRWINDS,PL,Fairwinds Pl,Fairwinds,BEDFORD,BEDFORD,17083,17083,153.841269
1765490,TERNAN GATE,TERNAN,GATE,Ternan Gate,Ternan,BEDFORD,BEDFORD,16986,16986,395.7363258
1765491,WILLIAM BORRETT TERR,WILLIAM BORRETT,TERR,William Borrett Terr,William Borrett,BEDFORD,BEDFORD,16925,16925,558.8489332
1765492,JAMES WINFIELD LANE,JAMES WINFIELD,LANE,James Winfield Lane,James Winfield,BEDFORD,BEDFORD,5095,5095,409.5279326
1765493,GOLD LANE,GOLD,LANE,Gold Lane,Gold,MONTAGUE GOLD MINES,MONTAGUE GOLD MINES,7633,7633,198.4833088
1765494,MAPLE GROVE DR,MAPLE GROVE,DR,Maple Grove Dr,Maple Grove,LOWER SACKVILLE,LOWER SACKVILLE,8134,8134,254.8702506
1765495,JUDY ANNE CRT,JUDY ANNE,CRT,Judy Anne Crt,Judy Anne,LOWER SACKVILLE,LOWER SACKVILLE,7881,7881,393.6947932
1765496,MCVEIGH CRT,MCVEIGH,CRT,Mcveigh Crt,Mcveigh,LOWER SACKVILLE,LOWER SACKVILLE,8182,8182,317.4758473
1765497,LEGACY CRT,LEGACY,CRT,Legacy Crt,Legacy,LOWER SACKVILLE,LOWER SACKVILLE,15807,15807,213.4399314
1765498,BEDFORD BY-PASS NB OFF RAMP,BEDFORD BY-PASS NB OFF,RAMP,Bedford By-Pass NB Off Ramp,Bedford By-Pass NB Off,LOWER SACKVILLE,LOWER SACKVILLE,15253,15253,987.5908663
1765499,BEDFORD BYPS,BEDFORD,BYPS,Bedford Byps,Bedford,LOWER SACKVILLE,LOWER SACKVILLE,4419,4419,101.7648579
1765500,BEDFORD BYPS,BEDFORD,BYPS,Bedford Byps,Bedford,LOWER SACKVILLE,LOWER SACKVILLE,4419,4419,3644.442461
1765501,GOLF VIEW DR,GOLF VIEW,DR,Golf View Dr,Golf View,DARTMOUTH,DARTMOUTH,6280,6280,504.5539864
1765502,LAKEHILL DR,LAKEHILL,DR,Lakehill Dr,Lakehill,LAKE LOON,LAKE LOON,7960,7960,1503.83834
1765503,GLENELG CRT,GLENELG,CRT,Glenelg Crt,Glenelg,LAKE LOON,LAKE LOON,7623,7623,230.1186203
1765504,MONTAGUE RD,MONTAGUE,RD,Montague Rd,Montague,MONTAGUE GOLD MINES,MONTAGUE GOLD MINES,4308,4308,4881.8063
1765505,ST MATTHIAS ST,ST MATTHIAS,ST,St Matthias St,St Matthias,HALIFAX,HALIFAX,731,731,138.9676995
1765506,SARAH ST,SARAH,ST,Sarah St,Sarah,HALIFAX,HALIFAX,738,738,135.7954642
1765507,MIDDLE LANE,MIDDLE,LANE,Middle Lane,Middle,HALIFAX,HALIFAX,1058,1058,101.5446253
1765508,HERON WALK,HERON,WALK,Heron Walk,Heron,HALIFAX,HALIFAX,1059,1059,133.8252682
1765509,MOWAT CRES,MOWAT,CRES,Mowat Cres,Mowat,LOWER SACKVILLE,LOWER SACKVILLE,8259,8259,624.4982814
1765510,POPE CRES,POPE,CRES,Pope Cres,Pope,LOWER SACKVILLE,LOWER SACKVILLE,8474,8474,584.9862821
1765511,NELSON DR,NELSON,DR,Nelson Dr,Nelson,LOWER SACKVILLE,LOWER SACKVILLE,8287,8287,774.4584561
1765512,ERNEST AVE,ERNEST,AVE,Ernest Ave,Ernest,BEAVER BANK,BEAVER BANK,7506,7506,340.253012
1765513,ERNIES LANE,ERNIES,LANE,Ernies Lane,Ernies,SEABRIGHT,SEABRIGHT,7507,7507,283.5936767
1765514,ESSEX DR,ESSEX,DR,Essex Dr,Essex,HERRING COVE,HERRING COVE,7509,7509,869.2488166
1765515,ESSO RD,ESSO,RD,Esso Rd,Esso,HERRING COVE,HERRING COVE,7510,7510,182.3288575
1765516,NAVIGATION WAY,NAVIGATION,WAY,Navigation Way,Navigation,BEDFORD,BEDFORD,5181,5181,902.9828331
1765517,WYATT RD,WYATT,RD,Wyatt Rd,Wyatt,BEDFORD,BEDFORD,5191,5191,352.3370542
1765518,AHMADI CRES,AHMADI,CRES,Ahmadi Cres,Ahmadi,BEDFORD,BEDFORD,10062,10062,818.9912502
1765519,EVANS DR,EVANS,DR,Evans Dr,Evans,HAMMONDS PLAINS,HAMMONDS PLAINS,7515,7515,226.9854683
1765520,EVERGREEN CRES,EVERGREEN,CRES,Evergreen Cres,Evergreen,WEST PORTERS LAKE,WEST PORTERS LAKE,7517,7517,359.5031594
1765521,EVERGREEN CRT,EVERGREEN,CRT,Evergreen Crt,Evergreen,HAMMONDS PLAINS,HAMMONDS PLAINS,7518,7518,344.3679478
1765522,FALCON RIDGE DR,FALCON RIDGE,DR,Falcon Ridge Dr,Falcon Ridge,SHAD BAY,SHAD BAY,7524,7524,324.8988064
1765523,KIRKWOOD CRT,KIRKWOOD,CRT,Kirkwood Crt,Kirkwood,BEDFORD,BEDFORD,16405,16405,361.7880273
1765524,STRATHAVEN CL,STRATHAVEN,CL,Strathaven Cl,Strathaven,BEDFORD,BEDFORD,16177,16177,343.2811004
1765525,HAMMONDS PLAINS RD,HAMMONDS PLAINS,RD,Hammonds Plains Rd,Hammonds Plains,BEDFORD,BEDFORD,5089,5089,6903.268316
1765526,STOCKTON RG,STOCKTON,RG,Stockton Rg,Stockton,BEDFORD,BEDFORD,16808,16808,387.3670456
1765527,WINDRIDGE LANE,WINDRIDGE,LANE,Windridge Lane,Windridge,BEDFORD,BEDFORD,16854,16854,664.4383739
1765528,WORTHINGTON PL,WORTHINGTON,PL,Worthington Pl,Worthington,BEDFORD,BEDFORD,16645,16645,320.9711799
1765529,SEDGEWICK PL,SEDGEWICK,PL,Sedgewick Pl,Sedgewick,BEDFORD,BEDFORD,16900,16900,370.3356236
1765530,BROOKDALE CRT,BROOKDALE,CRT,Brookdale Crt,Brookdale,DARTMOUTH,DARTMOUTH,6088,6088,245.7222659
1765531,SUNSET LANE,SUNSET,LANE,Sunset Lane,Sunset,OSTREA LAKE,OSTREA LAKE,10925,10925,146.814564
1765532,SUSSEX DR,SUSSEX,DR,Sussex Dr,Sussex,STILLWATER LAKE,STILLWATER LAKE,10927,10927,2403.823191
1765533,TAMARACK DR,TAMARACK,DR,Tamarack Dr,Tamarack,FALL RIVER,FALL RIVER,10932,10932,493.5214671
1765534,TAPAWINGO LANE,TAPAWINGO,LANE,Tapawingo Lane,Tapawingo,HUBLEY,HUBLEY,10934,10934,866.9762788
1765535,TAYLOR LAKE DR,TAYLOR LAKE,DR,Taylor Lake Dr,Taylor Lake,HAMMONDS PLAINS,HAMMONDS PLAINS,10937,10937,562.5952743
1765536,TERRADORE LANE,TERRADORE,LANE,Terradore Lane,Terradore,HAMMONDS PLAINS,HAMMONDS PLAINS,10940,10940,1542.51229
1765537,TERENCE BAY RD,TERENCE BAY,RD,Terence Bay Rd,Terence Bay,TERENCE BAY,TERENCE BAY,10941,10941,6260.634601
1765538,TIFFANY CRT,TIFFANY,CRT,Tiffany Crt,Tiffany,EAST PRESTON,EAST PRESTON,10945,10945,406.4641439
1765539,TON TIMBER HILLS RD,TON TIMBER HILLS,RD,Ton Timber Hills Rd,Ton Timber Hills,MOSER RIVER,MOSER RIVER,10946,10946,364.8655788
1765540,GARDEN COURT TERR,GARDEN COURT,TERR,Garden Court Terr,Garden Court,DARTMOUTH,DARTMOUTH,6260,6260,149.3634375
1765541,EDENBANK TERR,EDENBANK,TERR,Edenbank Terr,Edenbank,DARTMOUTH,DARTMOUTH,6203,6203,155.6276493
1765542,BLANCHARD CRES,BLANCHARD,CRES,Blanchard Cres,Blanchard,BEDFORD,BEDFORD,5024,5024,192.8909858
1765543,TEAL CRT,TEAL,CRT,Teal Crt,Teal,HUBLEY,HUBLEY,8856,8856,291.6458095
1765544,FAUCHEAU LANE,FAUCHEAU,LANE,Faucheau Lane,Faucheau,WAVERLEY,WAVERLEY,7527,7527,382.3779686
1765545,FAWSONS COVE RD,FAWSONS COVE,RD,Fawsons Cove Rd,Fawsons Cove,WEST PENNANT,WEST PENNANT,7530,7530,570.3409562
1765546,FERN DR,FERN,DR,Fern Dr,Fern,BEAVER BANK,BEAVER BANK,7534,7534,526.931427
1765547,FERN HILL RD,FERN HILL,RD,Fern Hill Rd,Fern Hill,POPES HARBOUR,POPES HARBOUR,7535,7535,1159.656783
1765548,EAGLEVIEW TERR,EAGLEVIEW,TERR,Eagleview Terr,Eagleview,HATCHET LAKE,HATCHET LAKE,7537,7537,300.8393112
1765549,FIELD CRT,FIELD,CRT,Field Crt,Field,WESTPHAL,WESTPHAL,7539,7539,96.7576857
1765550,PURDYS LANE,PURDYS,LANE,Purdys Lane,Purdys,HALIFAX,HALIFAX,1068,1068,214.3490296
1765551,SUCKER BROOK RD,SUCKER BROOK,RD,Sucker Brook Rd,Sucker Brook,LOWER SACKVILLE,LOWER SACKVILLE,8808,8808,233.8390119
1765552,RYANS RIDGE CRT,RYANS RIDGE,CRT,Ryans Ridge Crt,Ryans Ridge,LOWER SACKVILLE,LOWER SACKVILLE,8601,8601,337.6180673
1765553,UNIACKE ST,UNIACKE,ST,Uniacke St,Uniacke,HALIFAX,HALIFAX,829,829,238.1281085
1765554,WOOD AVE,WOOD,AVE,Wood Ave,Wood,HALIFAX,HALIFAX,885,885,131.5660781
1765555,WOODILL ST,WOODILL,ST,Woodill St,Woodill,HALIFAX,HALIFAX,889,889,173.3231855
1765556,FIR TREE LANE,FIR TREE,LANE,Fir Tree Lane,Fir Tree,TIMBERLEA,TIMBERLEA,7541,7541,374.1930254
1765557,FIREFLY TERR,FIREFLY,TERR,Firefly Terr,Firefly,SHEARWATER,SHEARWATER,7542,7542,670.6186313
1765558,FORESTGLEN DR,FORESTGLEN,DR,Forestglen Dr,Forestglen,TIMBERLEA,TIMBERLEA,7567,7567,808.7727225
1765559,FOSTER AVE,FOSTER,AVE,Foster Ave,Foster,FALL RIVER,FALL RIVER,7569,7569,2376.404667
1765560,FOX RG,FOX,RG,Fox Rg,Fox,UPPER TANTALLON,UPPER TANTALLON,7571,7571,398.5607255
1765561,FOX HOLLOW DR,FOX HOLLOW,DR,Fox Hollow Dr,Fox Hollow,UPPER TANTALLON,UPPER TANTALLON,7572,7572,1502.203012
1765562,FOXBERRY LANE,FOXBERRY,LANE,Foxberry Lane,Foxberry,HATCHET LAKE,HATCHET LAKE,7573,7573,269.6508802
1765563,FOX POINT FRONT RD,FOX POINT FRONT,RD,Fox Point Front Rd,Fox Point Front,HUBBARDS,HUBBARDS,7576,7576,120.8721267
1765564,FOXGLOVE ST,FOXGLOVE,ST,Foxglove St,Foxglove,UPPER SACKVILLE,UPPER SACKVILLE,7578,7578,519.1152445
1765565,FOXWOOD CRES,FOXWOOD,CRES,Foxwood Cres,Foxwood,MINEVILLE,MINEVILLE,7579,7579,882.2176222
1765566,FRANKLYN DR,FRANKLYN,DR,Franklyn Dr,Franklyn,BEAVER BANK,BEAVER BANK,7584,7584,423.249499
1765567,FRASER RD,FRASER,RD,Fraser Rd,Fraser,TIMBERLEA,TIMBERLEA,7587,7587,1064.211507
1765568,FLANDRUM CRT,FLANDRUM,CRT,Flandrum Crt,Flandrum,COW BAY,COW BAY,7554,7554,144.8400255
1765569,FLETCHER DR,FLETCHER,DR,Fletcher Dr,Fletcher,FALL RIVER,FALL RIVER,7557,7557,1344.974186
1765570,FLORENCE LANE,FLORENCE,LANE,Florence Lane,Florence,GRAND LAKE,GRAND LAKE,7558,7558,523.0498071
1765571,FLORENCE ST,FLORENCE,ST,Florence St,Florence,HERRING COVE,HERRING COVE,7560,7560,492.4289974
1765572,FLYING POINT RD,FLYING POINT,RD,Flying Point Rd,Flying Point,LAWRENCETOWN,LAWRENCETOWN,7563,7563,458.6192909
1765573,FLYNN AVE,FLYNN,AVE,Flynn Ave,Flynn,FALL RIVER,FALL RIVER,7564,7564,111.24612
1765574,FOREST GLADE DR,FOREST GLADE,DR,Forest Glade Dr,Forest Glade,HATCHET LAKE,HATCHET LAKE,7565,7565,1213.133251
1765575,MALIK CRT,MALIK,CRT,Malik Crt,Malik,LOWER SACKVILLE,LOWER SACKVILLE,8117,8117,175.1886861
1765576,SANDRICK AVE,SANDRICK,AVE,Sandrick Ave,Sandrick,LOWER SACKVILLE,LOWER SACKVILLE,8616,8616,726.3592608
1765577,BIRCHGROVE DR,BIRCHGROVE,DR,Birchgrove Dr,Birchgrove,LOWER SACKVILLE,LOWER SACKVILLE,7097,7097,343.0182997
1765578,SETTLERS LANE,SETTLERS,LANE,Settlers Lane,Settlers,LOWER SACKVILLE,LOWER SACKVILLE,16517,16517,420.6192571
1765579,CAXTON CL,CAXTON,CL,Caxton Cl,Caxton,HALIFAX,HALIFAX,1056,1056,155.4055327
1765580,LINTLOPS RD,LINTLOPS,RD,Lintlops Rd,Lintlops,MURPHY COVE,MURPHY COVE,8034,8034,1203.697032
1765581,LIPKUDAMOONK PATH,LIPKUDAMOONK,PATH,Lipkudamoonk Path,Lipkudamoonk,CLAM BAY,CLAM BAY,8035,8035,820.1286231
1765582,LISA CRT,LISA,CRT,Lisa Crt,Lisa,HAMMONDS PLAINS,HAMMONDS PLAINS,8036,8036,290.0205416
1765583,LISA ANN DR,LISA ANN,DR,Lisa Ann Dr,Lisa Ann,LAWRENCETOWN,LAWRENCETOWN,8037,8037,2220.110885
1765584,SEASCAPE LANE,SEASCAPE,LANE,Seascape Lane,Seascape,HERRING COVE,HERRING COVE,8038,8038,147.4523697
1765585,RADCLIFFE DR,RADCLIFFE,DR,Radcliffe Dr,Radcliffe,HALIFAX,HALIFAX,1044,1044,1444.967347
1765586,SACKVILLE DR,SACKVILLE,DR,Sackville Dr,Sackville,LOWER SACKVILLE,LOWER SACKVILLE,8603,8603,6161.056329
1765587,WILLIAMS ST,WILLIAMS,ST,Williams St,Williams,HALIFAX,HALIFAX,870,870,264.5702156
1765588,MOIRS MILL RD,MOIRS MILL,RD,Moirs Mill Rd,Moirs Mill,BEDFORD,BEDFORD,5124,5124,2027.91447
1765589,LYNCH ESTATE CRT,LYNCH ESTATE,CRT,Lynch Estate Crt,Lynch Estate,DARTMOUTH,DARTMOUTH,6414,6414,152.2109603
1765590,GORDON AVE,GORDON,AVE,Gordon Ave,Gordon,DARTMOUTH,DARTMOUTH,6281,6281,622.4886332
1765591,NORMAN BLVD,NORMAN,BLVD,Norman Blvd,Norman,HAMMONDS PLAINS,HAMMONDS PLAINS,8304,8304,3956.309762
1765592,NORMANS LANE,NORMANS,LANE,Normans Lane,Normans,BARKHOUSE SETTLEMENT,BARKHOUSE SETTLEMENT,8305,8305,123.6567632
1765593,NORTH GREEN RD,NORTH GREEN,RD,North Green Rd,North Green,LAKESIDE,LAKESIDE,8308,8308,832.5282344
1765594,SUNSET COVE RD,SUNSET COVE,RD,Sunset Cove Rd,Sunset Cove,THREE FATHOM HARBOUR,THREE FATHOM HARBOUR,8309,8309,167.2543286
1765595,NORTHWOOD RD,NORTHWOOD,RD,Northwood Rd,Northwood,HAMMONDS PLAINS,HAMMONDS PLAINS,8311,8311,359.0272549
1765596,NORWOOD CRT,NORWOOD,CRT,Norwood Crt,Norwood,PORTERS LAKE,PORTERS LAKE,8313,8313,629.2362374
1765597,ROLAND NORWOOD DR,ROLAND NORWOOD,DR,Roland Norwood Dr,Roland Norwood,LAKE ECHO,LAKE ECHO,8314,8314,561.2454189
1765598,TWIN LANE,TWIN,LANE,Twin Lane,Twin,EASTERN PASSAGE,EASTERN PASSAGE,10952,10952,135.9874726
1765599,VIRGINIA DR,VIRGINIA,DR,Virginia Dr,Virginia,HAMMONDS PLAINS,HAMMONDS PLAINS,10957,10957,1369.51101
1765600,WATERFORD CRES,WATERFORD,CRES,Waterford Cres,Waterford,FALL RIVER,FALL RIVER,10961,10961,814.8599173
1765601,VILLAGE CRES,VILLAGE,CRES,Village Cres,Village,BEDFORD,BEDFORD,5185,5185,721.6316703
1765602,TWELVE MILE HOUSE LANE,TWELVE MILE HOUSE,LANE,Twelve Mile House Lane,Twelve Mile House,LOWER SACKVILLE,LOWER SACKVILLE,10951,10951,102.4717642
1765603,MAYFIELD DR,MAYFIELD,DR,Mayfield Dr,Mayfield,DARTMOUTH,DARTMOUTH,6437,6437,133.1326999
1765604,MOORE RD,MOORE,RD,Moore Rd,Moore,DARTMOUTH,DARTMOUTH,6460,6460,347.6079137
1765605,WEST SHIP HARBOUR RD,WEST SHIP HARBOUR,RD,West Ship Harbour Rd,West Ship Harbour,LOWER SHIP HARBOUR,LOWER SHIP HARBOUR,10976,10976,7385.309165
1765606,GELDERT ST,GELDERT,ST,Geldert St,Geldert,HALIFAX,HALIFAX,343,343,205.9354408
1765607,LILAC ST,LILAC,ST,Lilac St,Lilac,HALIFAX,HALIFAX,483,483,129.1001781
1765608,MORRIS DR,MORRIS,DR,Morris Dr,Morris,DARTMOUTH,DARTMOUTH,6461,6461,496.9780968
1765609,MOSHER DR,MOSHER,DR,Mosher Dr,Mosher,DARTMOUTH,DARTMOUTH,6462,6462,669.6246543
1765610,BASINVIEW DR,BASINVIEW,DR,Basinview Dr,Basinview,DARTMOUTH,DARTMOUTH,6041,6041,266.0129033
1765611,SPECTACLE LAKE DR,SPECTACLE LAKE,DR,Spectacle Lake Dr,Spectacle Lake,DARTMOUTH,DARTMOUTH,6619,6619,530.9082403
1765612,LORD DALHOUSIE DR,LORD DALHOUSIE,DR,Lord Dalhousie Dr,Lord Dalhousie,HALIFAX,HALIFAX,15568,15568,176.273177
1765613,FOREST LANE,FOREST,LANE,Forest Lane,Forest,BEDFORD,BEDFORD,5074,5074,388.6649978
1765614,FRED KEYES CRT,FRED KEYES,CRT,Fred Keyes Crt,Fred Keyes,BEDFORD,BEDFORD,5077,5077,198.339281
1765615,DAMASCUS RD,DAMASCUS,RD,Damascus Rd,Damascus,BEDFORD,BEDFORD,16522,16522,2537.184103
1765616,VERDI DR,VERDI,DR,Verdi Dr,Verdi,BEDFORD,BEDFORD,16537,16537,854.2214444
1765617,MANN ST,MANN,ST,Mann St,Mann,BEDFORD,BEDFORD,5115,5115,721.5939448
1765618,LONG RD,LONG,RD,Long Rd,Long,SPRY HARBOUR,SPRY HARBOUR,8056,8056,612.3776702
1765619,TERENCE BAY RD,TERENCE BAY,RD,Terence Bay Rd,Terence Bay,WHITES LAKE,WHITES LAKE,8858,8858,4477.455536
1765620,TERRY CRT,TERRY,CRT,Terry Crt,Terry,LAKE ECHO,LAKE ECHO,8860,8860,731.5554136
1765621,TERRY RD,TERRY,RD,Terry Rd,Terry,WINDSOR JUNCTION,WINDSOR JUNCTION,8861,8861,811.974688
1765622,STILLWATER LANE,STILLWATER,LANE,Stillwater Lane,Stillwater,UPPER TANTALLON,UPPER TANTALLON,8865,8865,446.8422095
1765623,THIRD ST,THIRD,ST,Third St,Third,LAKESIDE,LAKESIDE,8869,8869,144.8698233
1765624,LESTER DR,LESTER,DR,Lester Dr,Lester,LAWRENCETOWN,LAWRENCETOWN,8020,8020,445.9351855
1765625,LEVY RD,LEVY,RD,Levy Rd,Levy,HACKETTS COVE,HACKETTS COVE,8021,8021,423.5600498
1765626,LEWISTON RD,LEWISTON,RD,Lewiston Rd,Lewiston,LOCHABER MINES,LOCHABER MINES,8023,8023,606.3695035
1765627,LEXINGTON AVE,LEXINGTON,AVE,Lexington Ave,Lexington,FALL RIVER,FALL RIVER,8024,8024,1169.580201
1765628,LILLIAN DR,LILLIAN,DR,Lillian Dr,Lillian,LAWRENCETOWN,LAWRENCETOWN,8025,8025,1273.919882
1765629,LINDSAY LAKE RD,LINDSAY LAKE,RD,Lindsay Lake Rd,Lindsay Lake,LINDSAY LAKE,LINDSAY LAKE,8031,8031,1533.17048
1765630,BOWSPRIT CL,BOWSPRIT,CL,Bowsprit Cl,Bowsprit,BEDFORD,BEDFORD,5027,5027,182.2050272
1765631,AMIN ST,AMIN,ST,Amin St,Amin,BEDFORD,BEDFORD,5006,5006,609.0479491
1765632,FIRST ST,FIRST,ST,First St,First,LAKESIDE,LAKESIDE,7546,7546,206.9699011
1765633,FIVE ISLAND RD,FIVE ISLAND,RD,Five Island Rd,Five Island,HUBLEY,HUBLEY,7552,7552,2471.065053
1765634,HORIZON CRT,HORIZON,CRT,Horizon Crt,Horizon,DARTMOUTH,DARTMOUTH,6326,6326,1006.955815
1765635,JOFFRE ST,JOFFRE,ST,Joffre St,Joffre,DARTMOUTH,DARTMOUTH,6347,6347,2154.463418
1765636,WILKINSON AVE,WILKINSON,AVE,Wilkinson Ave,Wilkinson,DARTMOUTH,DARTMOUTH,16697,16697,3109.378157
1765637,JENNETT AVE,JENNETT,AVE,Jennett Ave,Jennett,DARTMOUTH,DARTMOUTH,16696,16696,1289.992968
1765638,OLD COACH RD,OLD COACH,RD,Old Coach Rd,Old Coach,GOODWOOD,GOODWOOD,8351,8351,1068.035877
1765639,OLD HALIFAX RD,OLD HALIFAX,RD,Old Halifax Rd,Old Halifax,GLEN HAVEN,GLEN HAVEN,8357,8357,5588.442575
1765640,WYSE RD,WYSE,RD,Wyse Rd,Wyse,MEAGHERS GRANT,MEAGHERS GRANT,11002,11002,4922.585338
1765641,YOUTH CAMP RD,YOUTH CAMP,RD,Youth Camp Rd,Youth Camp,BAYSIDE,BAYSIDE,11005,11005,557.7644696
1765642,KINGS RD,KINGS,RD,Kings Rd,Kings,LOWER SACKVILLE,LOWER SACKVILLE,7932,7932,246.4854548
1765643,LAKE DR,LAKE,DR,Lake Dr,Lake,BEDFORD,BEDFORD,5102,5102,643.3831826
1765644,MAIN ST,MAIN,ST,Main St,Main,BEDFORD,BEDFORD,5114,5114,519.6804992
1765645,MILL CRT,MILL,CRT,Mill Crt,Mill,BEDFORD,BEDFORD,5120,5120,240.1135332
1765646,ROYAL MASTS WAY,ROYAL MASTS,WAY,Royal Masts Way,Royal Masts,BEDFORD,BEDFORD,5157,5157,571.5440638
1765647,LONG LAKE DR,LONG LAKE,DR,Long Lake Dr,Long Lake,HAMMONDS PLAINS,HAMMONDS PLAINS,8058,8058,2005.866248
1765648,NOTTINGHAM DR,NOTTINGHAM,DR,Nottingham Dr,Nottingham,STILLWATER LAKE,STILLWATER LAKE,8315,8315,758.4801497
1765649,NOTTINGHAM LANE,NOTTINGHAM,LANE,Nottingham Lane,Nottingham,FALL RIVER,FALL RIVER,8316,8316,383.1412556
1765650,OCONNELL DR,OCONNELL,DR,Oconnell Dr,Oconnell,PORTERS LAKE,PORTERS LAKE,8320,8320,1596.552117
1765651,OAK LANE,OAK,LANE,Oak Lane,Oak,TIMBERLEA,TIMBERLEA,8323,8323,354.4655405
1765652,OAK RIDGE LANE,OAK RIDGE,LANE,Oak Ridge Lane,Oak Ridge,WAVERLEY,WAVERLEY,8327,8327,305.2720691
1765653,OAKES RD,OAKES,RD,Oakes Rd,Oakes,FALL RIVER,FALL RIVER,8330,8330,932.3083568
